Rod-and-frame experiment by Bart Alberts and Wim Verhagen, Sensorimotorlab Nijmegen 
Rod-and-frame task: a rod-and-frame stimulus is presented, and the participant has to indicate whether the rod is tilted counterclockwise (left arrow key, response=-1) or clockwise (right arrow key, response=1) with respect to the gravitational vertical.

subjectNr = 3;
nRepetitions = 10;
condition = tilt15;
location = v;
expDate = 2016_Mar_03_1543;
viewDistance_cm = 57;
monitorSize_cm = [122, 67.5];
screenNr = 0;
monitorResolution = [1920, 1080];
monitorFrameRate = 60;

frameOri rodOri response reactionTime 
-40.0 7.8 1.0 0.56
-5.0 -2.2 1.0 0.47
30.0 4.8 1.0 0.50
-25.0 12.8 1.0 0.53
-10.0 12.8 1.0 0.45
-5.0 12.8 1.0 0.44
15.0 17.8 1.0 0.39
10.0 4.8 -1.0 0.54
-15.0 12.8 1.0 0.44
-5.0 7.8 1.0 0.67
-25.0 -7.2 -1.0 0.42
0.0 7.8 1.0 0.55
-10.0 -2.2 -1.0 0.36
20.0 -12.2 -1.0 0.48
-20.0 4.8 1.0 0.49
25.0 -12.2 -1.0 0.37
-5.0 17.8 1.0 0.43
-20.0 -7.2 -1.0 0.36
10.0 0.8 -1.0 0.48
0.0 4.8 1.0 0.62
-25.0 2.8 -1.0 0.55
30.0 12.8 1.0 0.77
-35.0 -2.2 -1.0 0.39
40.0 -12.2 -1.0 0.45
30.0 17.8 1.0 0.50
35.0 17.8 1.0 0.51
-35.0 -12.2 -1.0 0.44
-25.0 17.8 1.0 0.48
-25.0 -2.2 -1.0 0.43
25.0 -7.2 -1.0 0.41
-30.0 12.8 1.0 0.54
40.0 -2.2 -1.0 0.38
-45.0 -2.2 -1.0 0.48
35.0 4.8 1.0 0.90
0.0 2.8 1.0 0.50
5.0 -12.2 -1.0 0.53
-45.0 -12.2 -1.0 0.73
10.0 7.8 1.0 0.59
30.0 -7.2 -1.0 0.34
10.0 -7.2 -1.0 0.43
-45.0 7.8 -1.0 0.53
-40.0 2.8 -1.0 0.48
-25.0 -12.2 -1.0 0.40
10.0 2.8 -1.0 0.41
-5.0 -12.2 -1.0 0.43
-5.0 0.8 -1.0 0.72
-25.0 4.8 1.0 0.53
-40.0 -12.2 -1.0 0.46
30.0 2.8 1.0 0.68
15.0 4.8 1.0 0.48
40.0 4.8 -1.0 0.43
25.0 4.8 1.0 0.35
-35.0 12.8 1.0 0.47
-15.0 17.8 1.0 0.46
-5.0 4.8 -1.0 0.57
5.0 17.8 1.0 0.38
-25.0 7.8 -1.0 0.38
-20.0 7.8 1.0 0.54
-10.0 0.8 -1.0 0.42
-30.0 7.8 1.0 0.45
-45.0 2.8 -1.0 0.50
5.0 2.8 -1.0 0.56
25.0 17.8 1.0 0.41
25.0 -2.2 -1.0 0.51
-35.0 17.8 1.0 0.43
-45.0 0.8 -1.0 0.46
-15.0 -7.2 -1.0 0.55
-25.0 0.8 -1.0 0.52
10.0 -2.2 -1.0 1.00
30.0 7.8 1.0 1.03
0.0 17.8 1.0 0.52
-40.0 17.8 1.0 0.51
10.0 -12.2 -1.0 0.48
-15.0 0.8 1.0 0.41
15.0 7.8 -1.0 0.47
-40.0 4.8 -1.0 0.53
25.0 2.8 -1.0 0.53
-15.0 4.8 1.0 0.53
0.0 -2.2 -1.0 0.56
5.0 0.8 -1.0 0.56
20.0 7.8 1.0 0.53
-35.0 0.8 1.0 0.85
10.0 12.8 1.0 0.61
20.0 -7.2 -1.0 0.61
-10.0 4.8 1.0 0.63
-35.0 4.8 -1.0 0.44
-10.0 -12.2 -1.0 0.56
35.0 7.8 1.0 0.48
-20.0 0.8 1.0 1.02
-40.0 12.8 1.0 0.57
35.0 2.8 -1.0 0.47
-30.0 17.8 1.0 0.62
40.0 12.8 1.0 0.59
40.0 7.8 1.0 0.52
40.0 -7.2 -1.0 0.63
40.0 17.8 1.0 0.50
0.0 -7.2 -1.0 0.45
-30.0 -12.2 -1.0 0.56
-40.0 -2.2 1.0 0.59
40.0 0.8 -1.0 0.44
-30.0 0.8 -1.0 0.56
20.0 4.8 -1.0 0.50
35.0 -7.2 -1.0 0.53
-20.0 17.8 1.0 0.50
-40.0 0.8 1.0 0.98
-15.0 7.8 1.0 0.56
20.0 17.8 1.0 0.50
-5.0 -7.2 -1.0 1.10
0.0 12.8 1.0 0.60
25.0 0.8 -1.0 1.11
-15.0 -2.2 -1.0 0.55
-45.0 4.8 -1.0 0.75
10.0 17.8 1.0 0.81
5.0 12.8 1.0 0.59
20.0 2.8 -1.0 1.08
35.0 0.8 -1.0 1.02
35.0 -12.2 -1.0 0.67
-20.0 -12.2 -1.0 0.60
0.0 0.8 -1.0 0.77
-20.0 2.8 1.0 1.16
20.0 -2.2 -1.0 0.63
15.0 2.8 -1.0 0.62
25.0 12.8 -1.0 0.90
15.0 12.8 -1.0 0.49
-35.0 -7.2 -1.0 0.64
20.0 0.8 -1.0 0.53
40.0 2.8 -1.0 0.57
-10.0 7.8 1.0 1.06
-10.0 -7.2 -1.0 0.63
-45.0 17.8 1.0 0.45
-30.0 -7.2 -1.0 0.46
-15.0 2.8 1.0 0.51
5.0 4.8 1.0 1.10
-40.0 -7.2 -1.0 0.47
15.0 -7.2 -1.0 0.64
-10.0 17.8 1.0 0.76
0.0 -12.2 -1.0 0.47
-30.0 2.8 -1.0 0.56
5.0 -2.2 -1.0 0.43
15.0 -2.2 -1.0 0.45
-30.0 -2.2 -1.0 0.46
15.0 0.8 -1.0 0.41
5.0 -7.2 -1.0 0.41
5.0 7.8 1.0 0.63
35.0 12.8 1.0 0.90
